0,0.499933,0.499251
10,0.496249,0.497715
20,0.492571,0.495942
30,0.495093,0.49643
40,0.495737,0.496268
50,0.491627,0.496336
60,0.495212,0.496567
70,0.491688,0.495881
80,0.491368,0.497699
90,0.496037,0.497316
100,0.494148,0.498403
110,0.495083,0.496206
120,0.486931,0.496924
130,0.492327,0.495148
140,0.493879,0.497116
150,0.493584,0.497871
160,0.48949,0.496146
170,0.486579,0.496722
180,0.497197,0.496422
190,0.486327,0.495083
200,0.483868,0.493791
210,0.48274,0.492538
220,0.497594,0.490282
230,0.485692,0.490037
240,0.487596,0.49082
250,0.484799,0.491171
260,0.48372,0.49039
270,0.486103,0.491901
280,0.479728,0.492097
290,0.478414,0.494351
300,0.479,0.492536
310,0.48783,0.493019
320,0.491163,0.492688
330,0.493428,0.493959
340,0.490653,0.494329
350,0.495603,0.492266
360,0.490366,0.49211
370,0.482472,0.492318
380,0.491899,0.490663
390,0.490134,0.489229
400,0.48799,0.489303
410,0.487027,0.488832
420,0.478742,0.488756
430,0.472653,0.487724
440,0.464412,0.485976
450,0.457378,0.487395
460,0.453842,0.489793
470,0.467048,0.492596
480,0.471112,0.492565
490,0.47635,0.49259
500,0.477917,0.49461
510,0.476792,0.493363
520,0.480181,0.494683
530,0.484065,0.493637
540,0.470365,0.492017
550,0.477145,0.489689
560,0.469798,0.491069
570,0.476682,0.490065
580,0.477325,0.493039
590,0.482843,0.494101
600,0.482282,0.495539
610,0.482695,0.499493
620,0.480123,0.500085
630,0.483164,0.498944
640,0.482914,0.502004
650,0.478421,0.502063
660,0.477879,0.502246
670,0.481336,0.50313
680,0.479107,0.502704
690,0.466033,0.503388
700,0.465671,0.50351
710,0.473426,0.505611
720,0.468548,0.506765
730,0.467662,0.507195
740,0.469717,0.508093
750,0.465784,0.510794
760,0.472219,0.511438
770,0.469232,0.51202
780,0.462447,0.5122
790,0.457925,0.514196
800,0.461554,0.516624
810,0.466104,0.514963
820,0.460005,0.516256
830,0.45712,0.517676
840,0.453351,0.517687
850,0.458941,0.517837
860,0.459552,0.516221
870,0.459213,0.517848
880,0.470671,0.518034
890,0.462742,0.520185
900,0.470081,0.521788
910,0.47271,0.520767
920,0.469035,0.520496
930,0.47943,0.518927
940,0.478295,0.518217
950,0.475146,0.519551
960,0.475343,0.519159
970,0.483105,0.520463
980,0.480015,0.520168
990,0.478199,0.521191
1000,0.474584,0.522184
1010,0.48425,0.52346
1020,0.480046,0.525801
1030,0.479282,0.526862
1040,0.475147,0.527904
1050,0.471476,0.527496
1060,0.477446,0.531125
1070,0.473622,0.53271
1080,0.46878,0.533376
1090,0.463875,0.535601
1100,0.463045,0.53362
1110,0.471745,0.534794
1120,0.456331,0.535473
1130,0.457323,0.53733
1140,0.46946,0.538563
1150,0.466016,0.540693
1160,0.465363,0.540948
1170,0.467181,0.542124
1180,0.471292,0.542243
1190,0.46356,0.54326
1200,0.470145,0.544932
1210,0.461586,0.546366
1220,0.45701,0.545518
1230,0.457198,0.5464
1240,0.455875,0.548181
1250,0.455698,0.548481
1260,0.451886,0.54841
1270,0.453073,0.547773
1280,0.453956,0.550289
1290,0.447499,0.552839
1300,0.438123,0.552488
1310,0.434624,0.551702
1320,0.440418,0.552703
1330,0.440089,0.554112
1340,0.433707,0.555426
1350,0.432353,0.557368
1360,0.428871,0.557176
1370,0.436122,0.558161
1380,0.438546,0.55932
1390,0.442252,0.557763
1400,0.44241,0.55878
1410,0.439045,0.558053
1420,0.448873,0.557847
1430,0.442896,0.560937
1440,0.442032,0.561374
1450,0.439147,0.561173
1460,0.435944,0.561713
1470,0.43285,0.560711
1480,0.431779,0.564481
1490,0.432846,0.565668
1500,0.433011,0.567289
1510,0.424962,0.568096
1520,0.434701,0.566992
1530,0.43424,0.567272
1540,0.424866,0.568869
1550,0.423435,0.568702
1560,0.422942,0.569393
1570,0.421743,0.568991
1580,0.416049,0.5704
1590,0.418245,0.570135
1600,0.42024,0.572831
1610,0.41803,0.574055
1620,0.425426,0.573547
1630,0.427677,0.573224
1640,0.419973,0.57408
1650,0.423147,0.573852
1660,0.423837,0.574435
1670,0.426372,0.573535
1680,0.422374,0.571921
1690,0.423893,0.571292
1700,0.415118,0.571894
1710,0.414404,0.573683
1720,0.422769,0.574481
1730,0.421597,0.573257
1740,0.420834,0.574354
1750,0.423379,0.574287
1760,0.42462,0.574319
1770,0.424062,0.573456
1780,0.423378,0.57353
1790,0.427057,0.5738
1800,0.429923,0.571148
1810,0.428698,0.570865
1820,0.426663,0.570723
1830,0.427192,0.568655
1840,0.419149,0.569756
1850,0.419539,0.568055
1860,0.420058,0.568169
1870,0.427575,0.570228
1880,0.421361,0.570939
1890,0.430801,0.572275
1900,0.430951,0.573595
1910,0.435105,0.574298
1920,0.42676,0.577053
1930,0.432661,0.575765
1940,0.427872,0.577487
1950,0.43397,0.578926
1960,0.428952,0.577967
1970,0.429392,0.578374
1980,0.424766,0.579747
1990,0.431384,0.579751
2000,0.439876,0.579245
2010,0.445046,0.579676
2020,0.440178,0.581349
2030,0.443162,0.58347
2040,0.439911,0.582061
2050,0.437292,0.583291
2060,0.444639,0.584256
2070,0.44032,0.585922
2080,0.437174,0.588362
2090,0.438865,0.587464
2100,0.445131,0.58661
2110,0.439411,0.585082
2120,0.43601,0.584743
2130,0.430379,0.585073
2140,0.423723,0.583445
2150,0.418113,0.581049
2160,0.417112,0.582032
2170,0.421135,0.579973
2180,0.418389,0.578567
2190,0.417759,0.576106
2200,0.40966,0.577315
2210,0.405313,0.577692
2220,0.409571,0.576364
2230,0.422261,0.574565
2240,0.423547,0.572509
2250,0.419544,0.570085
2260,0.419856,0.570865
2270,0.421089,0.568454
2280,0.421758,0.567524
2290,0.418143,0.567892
2300,0.418741,0.564628
2310,0.422123,0.563125
2320,0.421675,0.562668
2330,0.413512,0.561482
2340,0.407562,0.560783
2350,0.407385,0.560567
2360,0.407089,0.557524
2370,0.400033,0.559277
2380,0.399027,0.557299
2390,0.40118,0.555229
2400,0.397752,0.554377
2410,0.392014,0.551589
2420,0.396447,0.553025
2430,0.399114,0.551334
2440,0.400326,0.549896
2450,0.397607,0.549787
2460,0.396653,0.547172
2470,0.392065,0.545347
2480,0.39157,0.543948
2490,0.390198,0.543674
2500,0.390245,0.542512
2510,0.388677,0.540634
2520,0.386969,0.540483
2530,0.386428,0.540227
2540,0.381291,0.538637
2550,0.377318,0.537712
2560,0.377929,0.537552
2570,0.37622,0.537591
2580,0.375329,0.535956
2590,0.375073,0.53269
2600,0.374738,0.530313
2610,0.370856,0.529306
2620,0.366765,0.527542
2630,0.367489,0.524777
2640,0.369883,0.522059
2650,0.367819,0.519692
2660,0.367889,0.516308
2670,0.361665,0.515534
2680,0.362035,0.511865
2690,0.361611,0.511501
2700,0.363248,0.50985
2710,0.359794,0.509069
2720,0.361929,0.507508
2730,0.365958,0.505934
2740,0.361973,0.503643
2750,0.357169,0.500128
2760,0.359488,0.500485
2770,0.354368,0.496669
2780,0.359989,0.495173
2790,0.353106,0.493755
2800,0.355589,0.490676
2810,0.34865,0.489513
